subj_id,subj_name,subj_gender ,subj_age,subj_handedness,subj_runNum,tar_l_x,tar_l_y,loc_code,tar_ori,tar_code,tar_pre ,cor_response,pre_code,subj_response,RT,correct,trial_num,type,bloc_num,dur, real_tar
5,ab,m,19,r,1,(1.0544208940658713e-14, 172.20000000000002),23,25,4,no,m,6,None,None,0,1,prac,0,1.9800907999961055,0.0
5,ab,m,19,r,1,(121.76378772032349, 121.76378772032349),22,-25,14,yes,x,5,m,0.27488070000254083,0,2,prac,0,0.2749790000016219,-70.0
5,ab,m,19,r,1,(-3.163262682197613e-14, -172.20000000000002),27,5,2,no,m,6,x,0.5805136999988463,0,3,prac,0,0.5808155999984592,-70.0
5,ab,m,19,r,1,(121.76378772032346, -121.76378772032352),28,25,4,no,m,6,x,0.9738924999983283,0,4,prac,0,0.9741079000013997,-70.0
5,ab,m,19,r,1,(-172.20000000000002, 2.1088417881317425e-14),25,5,2,yes,x,5,m,0.9032283000051393,0,5,prac,0,0.9036999999952968,-40.0
5,ab,m,19,r,1,(-121.76378772032348, 121.76378772032349),24,-7,13,no,m,6,m,1.14573900000687,1,6,prac,0,1.1459183000042685,-40.0
5,ab,m,19,r,1,(-121.76378772032352, -121.76378772032348),26,-5,12,yes,x,5,x,1.3847939999977825,1,7,prac,0,1.3849239999981364,-50.0
5,ab,m,19,r,1,(-121.76378772032348, 121.76378772032349),24,-5,12,yes,x,5,m,1.1377895000041462,0,8,prac,0,1.1378888000035658,-50.0
5,ab,m,19,r,1,(1.0544208940658713e-14, 172.20000000000002),23,-5,12,no,m,6,m,1.0642291999974987,1,9,prac,0,1.0644769000064116,-50.0
5,ab,m,19,r,1,(-3.163262682197613e-14, -172.20000000000002),27,-25,14,no,m,6,x,1.1231322000021464,0,10,prac,0,1.123622200000682,-50.0
5,ab,m,19,r,1,(121.76378772032349, 121.76378772032349),22,-25,14,yes,x,5,x,1.3187975000037113,1,11,prac,0,1.3189517999999225,-70.0
5,ab,m,19,r,1,(121.76378772032346, -121.76378772032352),28,25,4,yes,x,5,x,0.6621359000055236,1,12,prac,0,0.6624905999997281,-20.0
5,ab,m,19,r,1,(121.76378772032346, -121.76378772032352),28,-3,11,no,m,6,m,0.7874788000044646,1,13,prac,0,0.7876071999999112,-20.0
5,ab,m,19,r,1,(172.20000000000002, 0.0),21,-25,14,no,m,6,m,0.8793131000056746,1,14,prac,0,0.8795446999938576,-20.0
5,ab,m,19,r,1,(-172.20000000000002, 2.1088417881317425e-14),25,5,2,no,m,6,m,0.5961107999974047,1,15,prac,0,0.5962350999980117,-20.0
5,ab,m,19,r,1,(-3.163262682197613e-14, -172.20000000000002),27,-7,13,yes,x,5,x,0.5849616999985301,1,16,prac,0,0.5850573999996413,-52.0
5,ab,m,19,r,1,(-121.76378772032348, 121.76378772032349),24,5,2,yes,x,5,x,0.7815623999995296,1,17,prac,0,0.7817045999981929,-40.0
5,ab,m,19,r,1,(-121.76378772032348, 121.76378772032349),24,-7,13,yes,x,5,x,0.9689269999944372,1,18,prac,0,0.9695073999973829,-52.0
5,ab,m,19,r,1,(121.76378772032349, 121.76378772032349),22,5,2,yes,x,5,x,0.6960821999964537,1,19,prac,0,0.696179899998242,-40.0
5,ab,m,19,r,1,(1.0544208940658713e-14, 172.20000000000002),23,-3,11,yes,x,5,x,0.6162421999979415,1,20,prac,0,0.617205800001102,-48.0
5,ab,m,19,r,1,(121.76378772032346, -121.76378772032352),28,-3,11,no,m,6,m,0.9634704000054626,1,1,test1,1,0.9635888999982853,-48.0
5,ab,m,19,r,1,(1.0544208940658713e-14, 172.20000000000002),23,3,1,yes,x,5,x,0.7354670999993687,1,2,test1,1,0.7355974999954924,-42.0
5,ab,m,19,r,1,(1.0544208940658713e-14, 172.20000000000002),23,-5,12,no,m,6,m,1.2333110000035958,1,3,test1,1,1.2334359000014956,-42.0
5,ab,m,19,r,1,(121.76378772032349, 121.76378772032349),22,-5,12,yes,x,5,x,0.6270810999994865,1,4,test1,1,0.6271832999991602,-50.0
5,ab,m,19,r,1,(1.0544208940658713e-14, 172.20000000000002),23,-25,14,yes,x,5,x,0.5617511000018567,1,5,test1,1,0.5618848000012804,-70.0
5,ab,m,19,r,1,(-121.76378772032348, 121.76378772032349),24,5,2,yes,x,5,x,0.5478416999976616,1,6,test1,1,0.548126499998034,-40.0
5,ab,m,19,r,1,(-3.163262682197613e-14, -172.20000000000002),27,-3,11,yes,x,5,x,0.91378569999506,1,7,test1,1,0.9139126000009128,-48.0
5,ab,m,19,r,1,(121.76378772032346, -121.76378772032352),28,-5,12,yes,x,5,x,0.5445402000041213,1,8,test1,1,0.5449485999997705,-50.0
5,ab,m,19,r,1,(172.20000000000002, 0.0),21,25,4,yes,x,5,x,0.5366165000014007,1,9,test1,1,0.5368449000015971,-20.0
5,ab,m,19,r,1,(-172.20000000000002, 2.1088417881317425e-14),25,3,1,yes,x,5,x,0.6439385999983642,1,10,test1,1,0.6440376000027754,-42.0
5,ab,m,19,r,1,(-121.76378772032348, 121.76378772032349),24,-5,12,yes,x,5,x,0.5021013000005041,1,11,test1,1,0.5022018000017852,-50.0
5,ab,m,19,r,1,(-121.76378772032352, -121.76378772032348),26,5,2,yes,x,5,x,0.605975499995111,1,12,test1,1,0.6060971999977482,-40.0
5,ab,m,19,r,1,(-3.163262682197613e-14, -172.20000000000002),27,-3,11,yes,x,5,x,0.5654071999961161,1,13,test1,1,0.5656375000035041,-48.0
5,ab,m,19,r,1,(-172.20000000000002, 2.1088417881317425e-14),25,3,1,no,m,6,m,0.9798720000035246,1,14,test1,1,0.9802513000031468,-48.0
5,ab,m,19,r,1,(121.76378772032349, 121.76378772032349),22,-3,11,yes,x,5,x,0.7814710000020568,1,15,test1,1,0.7817159000042011,-48.0
5,ab,m,19,r,1,(-121.76378772032352, -121.76378772032348),26,-25,14,yes,x,5,x,0.6447248999975272,1,16,test1,1,0.6448998999985633,-70.0
5,ab,m,19,r,1,(-172.20000000000002, 2.1088417881317425e-14),25,25,4,yes,x,5,x,0.6628962999966461,1,17,test1,1,0.6630048000006354,-20.0
5,ab,m,19,r,1,(-121.76378772032352, -121.76378772032348),26,5,2,yes,x,5,x,0.623527900002955,1,18,test1,1,0.6237698000040837,-40.0
5,ab,m,19,r,1,(-121.76378772032352, -121.76378772032348),26,-5,12,yes,x,5,x,0.6191889999972773,1,19,test1,1,0.6193738000001758,-50.0
5,ab,m,19,r,1,(121.76378772032346, -121.76378772032352),28,5,2,yes,x,5,x,0.7634839000020293,1,20,test1,1,0.7637711000061245,-40.0
5,ab,m,19,r,1,(172.20000000000002, 0.0),21,3,1,no,m,6,m,0.7407909000030486,1,21,test1,1,0.7410240000026533,-40.0
5,ab,m,19,r,1,(-172.20000000000002, 2.1088417881317425e-14),25,5,2,yes,x,5,x,0.6343182999989949,1,22,test1,1,0.6349763999969582,-40.0
5,ab,m,19,r,1,(-121.76378772032348, 121.76378772032349),24,-3,11,no,m,6,x,0.6378662999995868,0,23,test1,1,0.6379742999997688,-40.0
5,ab,m,19,r,1,(-121.76378772032352, -121.76378772032348),26,25,4,yes,x,5,x,0.6012291999941226,1,24,test1,1,0.6013388999999734,-20.0
5,ab,m,19,r,1,(121.76378772032346, -121.76378772032352),28,25,4,yes,x,5,x,0.49502919999940787,1,25,test1,1,0.49533279999741353,-20.0
5,ab,m,19,r,1,(-121.76378772032348, 121.76378772032349),24,-3,11,yes,x,5,x,0.8534356000018306,1,26,test1,1,0.8535536999988835,-48.0
5,ab,m,19,r,1,(172.20000000000002, 0.0),21,7,3,yes,x,5,x,0.6203395999982604,1,27,test1,1,0.6206623999969452,-38.0
5,ab,m,19,r,1,(-121.76378772032352, -121.76378772032348),26,7,3,no,m,6,m,0.8552555999995093,1,28,test1,1,0.8556266000014148,-38.0
5,ab,m,19,r,1,(-3.163262682197613e-14, -172.20000000000002),27,3,1,yes,x,5,m,0.9664509000067483,0,29,test1,1,0.9668697999950382,-42.0
5,ab,m,19,r,1,(121.76378772032349, 121.76378772032349),22,25,4,yes,x,5,x,0.5564558999976725,1,30,test1,1,0.5566880000042147,-20.0
5,ab,m,19,r,1,(172.20000000000002, 0.0),21,-25,14,yes,x,5,x,0.5429371999998693,1,31,test1,1,0.5430995999995503,-70.0
5,ab,m,19,r,1,(1.0544208940658713e-14, 172.20000000000002),23,7,3,no,m,6,x,0.6246092000001227,0,32,test1,1,0.6247432000018307,-70.0
5,ab,m,19,r,1,(121.76378772032346, -121.76378772032352),28,-7,13,yes,x,5,x,0.733262099995045,1,33,test1,1,0.7334927999982028,-52.0
5,ab,m,19,r,1,(-3.163262682197613e-14, -172.20000000000002),27,5,2,yes,x,5,x,0.5959554000000935,1,34,test1,1,0.5962715999994543,-40.0
5,ab,m,19,r,1,(-172.20000000000002, 2.1088417881317425e-14),25,5,2,yes,x,5,x,0.5946328999998514,1,35,test1,1,0.5950680000023567,-40.0
5,ab,m,19,r,1,(121.76378772032349, 121.76378772032349),22,-25,14,yes,x,5,x,0.5682117000033031,1,36,test1,1,0.5683150999975624,-70.0
5,ab,m,19,r,1,(-121.76378772032348, 121.76378772032349),24,25,4,no,m,6,m,0.5322719999967376,1,37,test1,1,0.5323970000026748,-70.0
5,ab,m,19,r,1,(-172.20000000000002, 2.1088417881317425e-14),25,-3,11,yes,x,5,x,0.9386835000041174,1,38,test1,1,0.9392417999988538,-48.0
5,ab,m,19,r,1,(-3.163262682197613e-14, -172.20000000000002),27,3,1,yes,x,5,m,1.1463269000014407,0,39,test1,1,1.1465384000039194,-42.0
5,ab,m,19,r,1,(1.0544208940658713e-14, 172.20000000000002),23,-25,14,no,m,6,m,0.6972403999970993,1,40,test1,1,0.6976602999930037,-42.0
5,ab,m,19,r,1,(-121.76378772032348, 121.76378772032349),24,-25,14,yes,x,5,x,0.5554235000017798,1,41,test1,1,0.5560853999995743,-70.0
5,ab,m,19,r,1,(-121.76378772032352, -121.76378772032348),26,3,1,no,m,6,x,0.5612541000009514,0,42,test1,1,0.5616431999951601,-70.0
5,ab,m,19,r,1,(121.76378772032349, 121.76378772032349),22,-25,14,no,m,6,m,0.7475851000053808,1,43,test1,1,0.7477422999945702,-70.0
5,ab,m,19,r,1,(1.0544208940658713e-14, 172.20000000000002),23,5,2,yes,x,5,x,0.6372339999943506,1,44,test1,1,0.6373424000048544,-40.0
