subj_id,subj_name,subj_gender ,subj_age,subj_handedness,subj_runNum,tar_l_x,tar_l_y,loc_code,tar_ori,tar_code,tar_pre ,cor_response,pre_code,subj_response,RT,correct,trial_num,type,bloc_num,dur, real_tar
17,lzb,f,19,r,1,(-172.20000000000002, 2.1088417881317425e-14),25,25,4,no,m,6,m,0.7854108000001361,1,1,prac,0,0.7856312000003527,0.0
17,lzb,f,19,r,1,(121.76378772032346, -121.76378772032352),28,7,3,yes,x,5,m,0.7503037999995286,0,2,prac,0,0.7504069000005984,-38.0
17,lzb,f,19,r,1,(121.76378772032349, 121.76378772032349),22,25,4,yes,x,5,x,0.5582920999995622,1,3,prac,0,0.5583957999997438,-20.0
17,lzb,f,19,r,1,(121.76378772032346, -121.76378772032352),28,-7,13,yes,x,5,m,0.9517708999992465,0,4,prac,0,0.9518709000003582,-52.0
17,lzb,f,19,r,1,(1.0544208940658713e-14, 172.20000000000002),23,-7,13,yes,x,5,x,0.7400789000002987,1,5,prac,0,0.7403524000001198,-52.0
17,lzb,f,19,r,1,(-121.76378772032352, -121.76378772032348),26,5,2,no,m,6,m,0.9615949999997611,1,6,prac,0,0.961981200000082,-52.0
17,lzb,f,19,r,1,(-3.163262682197613e-14, -172.20000000000002),27,3,1,yes,x,5,x,0.8049743999999919,1,7,prac,0,0.805144900000414,-42.0
17,lzb,f,19,r,1,(172.20000000000002, 0.0),21,-3,11,yes,x,5,m,0.9639645999995992,0,8,prac,0,0.9641295999999784,-48.0
17,lzb,f,19,r,1,(-172.20000000000002, 2.1088417881317425e-14),25,25,4,yes,x,5,x,0.5227049999994051,1,9,prac,0,0.5230489000005036,-20.0
17,lzb,f,19,r,1,(-121.76378772032348, 121.76378772032349),24,25,4,no,m,6,m,1.0208705000004556,1,10,prac,0,1.020974600000045,-20.0
17,lzb,f,19,r,1,(-172.20000000000002, 2.1088417881317425e-14),25,-7,13,yes,x,5,x,0.6852195000001302,1,11,prac,0,0.6855562999999165,-52.0
17,lzb,f,19,r,1,(172.20000000000002, 0.0),21,-25,14,no,m,6,m,0.6221421000000191,1,12,prac,0,0.6228261000005659,-52.0
