subj_id,subj_name,subj_gender ,subj_age,subj_handedness,subj_runNum,tar_l_x,tar_l_y,loc_code,tar_ori,tar_code,tar_pre ,cor_response,pre_code,subj_response,RT,correct,trial_num,type,bloc_num,dur, real_tar
20,jq,f,19,r,2,(-172.20000000000002, 2.1088417881317425e-14),25,5,2,no,m,6,m,1.2166889000000083,1,1,test1,1,1.2168192000026465,0.0
20,jq,f,19,r,2,(-172.20000000000002, 2.1088417881317425e-14),25,-7,13,yes,x,5,x,0.5848665999947116,1,2,test1,1,0.5850755999999819,-52.0
20,jq,f,19,r,2,(172.20000000000002, 0.0),21,7,3,yes,x,5,x,0.5356759000060265,1,3,test1,1,0.5358649999980116,-38.0
20,jq,f,19,r,2,(1.0544208940658713e-14, 172.20000000000002),23,5,2,yes,x,5,x,0.5048280999981216,1,4,test1,1,0.5050596000000951,-40.0
20,jq,f,19,r,2,(-121.76378772032348, 121.76378772032349),24,-7,13,yes,x,5,x,0.4632984999989276,1,5,test1,1,0.46341019999817945,-52.0
20,jq,f,19,r,2,(-121.76378772032352, -121.76378772032348),26,-5,12,no,m,6,m,0.8670275000040419,1,6,test1,1,0.8672512999983155,-52.0
20,jq,f,19,r,2,(1.0544208940658713e-14, 172.20000000000002),23,-7,13,yes,x,5,x,0.4101144000014756,1,7,test1,1,0.41028129999904195,-52.0
20,jq,f,19,r,2,(1.0544208940658713e-14, 172.20000000000002),23,-5,12,yes,x,5,x,0.47369569999864325,1,8,test1,1,0.47405950000393204,-50.0
20,jq,f,19,r,2,(121.76378772032346, -121.76378772032352),28,5,2,no,m,6,m,0.7031654999955208,1,9,test1,1,0.7036613000018406,-50.0
20,jq,f,19,r,2,(-121.76378772032352, -121.76378772032348),26,-25,14,no,m,6,m,0.6807570000019041,1,10,test1,1,0.6808540999991237,-50.0
20,jq,f,19,r,2,(121.76378772032349, 121.76378772032349),22,-7,13,yes,x,5,x,0.5797727999961353,1,11,test1,1,0.5800445000058971,-52.0
20,jq,f,19,r,2,(-3.163262682197613e-14, -172.20000000000002),27,-7,13,yes,x,5,x,0.6536797000007937,1,12,test1,1,0.6537935000014841,-52.0
20,jq,f,19,r,2,(-121.76378772032352, -121.76378772032348),26,5,2,yes,x,5,x,1.0605495999989216,1,13,test1,1,1.060775799996918,-40.0
